filename	label	AD	DBD	part_of	Template	synonyms	dbxrefs	comment
20x-Brain-2127139690212491362	JRC_SS02507_Brain_20150401_32_I5_20x	P{VT040012-p65.AD}	P{VT043656-GAL4.DBD}	male organism|adult brain	JRC2018Unisex_c	SS02507|BJD_SS02507|JRC_SS02507	FlyLightRaw:SS02507|FlyLightRawSlideCode:20150401_32_I5|jrc_slide_code_api:20150401_32_I5	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150401_32_I5', age: 'Day 1-5'
20x-Brain-2127139690615144546	JRC_SS02507_Brain_20150401_32_I6_20x	P{VT040012-p65.AD}	P{VT043656-GAL4.DBD}	male organism|adult brain	JRC2018Unisex_c	SS02507|BJD_SS02507|JRC_SS02507	FlyLightRaw:SS02507|FlyLightRawSlideCode:20150401_32_I6|jrc_slide_code_api:20150401_32_I6	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150401_32_I6', age: 'Day 1-5'
20x-VNC-2118422868520861794	JRC_SS02517_VNC_20150220_43_B5_20x	P{R25H09-p65.AD}	P{VT043656-GAL4.DBD}	male organism|adult ventral nerve cord	JRC2018UnisexVNC_c	SS02517|BJD_SS02517|JRC_SS02517	FlyLightRaw:SS02517|FlyLightRawSlideCode:20150220_43_B5|jrc_slide_code_api:20150220_43_B5	tile(s): 'ventral_nerve_cord', effector genotype: 'pJFRC200-10XUAS-IVS-myr::smGFP-HA (attP18), pJFRC216-13XLexAop2-IVS-myr::smGFP-V5 (su(Hw)attP8; Dr e /TM6B', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150220_43_B5', age: 'Day 1-5'
20x-VNC-2118422887193903202	JRC_SS02507_VNC_20150220_43_I2_20x	P{VT040012-p65.AD}	P{VT043656-GAL4.DBD}	male organism|adult ventral nerve cord	JRC2018UnisexVNC_c	SS02507|BJD_SS02507|JRC_SS02507	FlyLightRaw:SS02507|FlyLightRawSlideCode:20150220_43_I2|jrc_slide_code_api:20150220_43_I2	tile(s): 'ventral_nerve_cord', effector genotype: 'pJFRC200-10XUAS-IVS-myr::smGFP-HA (attP18), pJFRC216-13XLexAop2-IVS-myr::smGFP-V5 (su(Hw)attP8; Dr e /TM6B', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150220_43_I2', age: 'Day 1-5'
20x-VNC-2141298522098499682	JRC_SS02517_VNC_20150401_31_H1_20x	P{R25H09-p65.AD}	P{VT043656-GAL4.DBD}	male organism|adult ventral nerve cord	JRC2018UnisexVNC_c	SS02517|BJD_SS02517|JRC_SS02517	FlyLightRaw:SS02517|FlyLightRawSlideCode:20150401_31_H1|jrc_slide_code_api:20150401_31_H1	tile(s): 'ventral_nerve_cord', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150401_31_H1', age: 'Day 1-5'
20x-VNC-2141298526947115106	JRC_SS02517_VNC_20150401_31_H2_20x	P{R25H09-p65.AD}	P{VT043656-GAL4.DBD}	male organism|adult ventral nerve cord	JRC2018UnisexVNC_c	SS02517|BJD_SS02517|JRC_SS02517	FlyLightRaw:SS02517|FlyLightRawSlideCode:20150401_31_H2|jrc_slide_code_api:20150401_31_H2	tile(s): 'ventral_nerve_cord', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150401_31_H2', age: 'Day 1-5'
20x-VNC-2127139653176787042	JRC_SS02517_VNC_20150401_31_H3_20x	P{R25H09-p65.AD}	P{VT043656-GAL4.DBD}	male organism|adult ventral nerve cord	JRC2018UnisexVNC_c	SS02517|BJD_SS02517|JRC_SS02517	FlyLightRaw:SS02517|FlyLightRawSlideCode:20150401_31_H3|jrc_slide_code_api:20150401_31_H3	tile(s): 'ventral_nerve_cord', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150401_31_H3', age: 'Day 1-5'
20x-VNC-2141298535595769954	JRC_SS02517_VNC_20150401_31_H4_20x	P{R25H09-p65.AD}	P{VT043656-GAL4.DBD}	male organism|adult ventral nerve cord	JRC2018UnisexVNC_c	SS02517|BJD_SS02517|JRC_SS02517	FlyLightRaw:SS02517|FlyLightRawSlideCode:20150401_31_H4|jrc_slide_code_api:20150401_31_H4	tile(s): 'ventral_nerve_cord', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150401_31_H4', age: 'Day 1-5'
20x-VNC-2150522461316186210	JRC_SS02507_VNC_20150401_32_I1_20x	P{VT040012-p65.AD}	P{VT043656-GAL4.DBD}	male organism|adult ventral nerve cord	JRC2018UnisexVNC_c	SS02507|BJD_SS02507|JRC_SS02507	FlyLightRaw:SS02507|FlyLightRawSlideCode:20150401_32_I1|jrc_slide_code_api:20150401_32_I1	tile(s): 'ventral_nerve_cord', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150401_32_I1', age: 'Day 1-5'
20x-VNC-2150522462406705250	JRC_SS02507_VNC_20150401_32_I2_20x	P{VT040012-p65.AD}	P{VT043656-GAL4.DBD}	male organism|adult ventral nerve cord	JRC2018UnisexVNC_c	SS02507|BJD_SS02507|JRC_SS02507	FlyLightRaw:SS02507|FlyLightRawSlideCode:20150401_32_I2|jrc_slide_code_api:20150401_32_I2	tile(s): 'ventral_nerve_cord', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150401_32_I2', age: 'Day 1-5'
20x-VNC-2150522463480447074	JRC_SS02507_VNC_20150401_32_I3_20x	P{VT040012-p65.AD}	P{VT043656-GAL4.DBD}	male organism|adult ventral nerve cord	JRC2018UnisexVNC_c	SS02507|BJD_SS02507|JRC_SS02507	FlyLightRaw:SS02507|FlyLightRawSlideCode:20150401_32_I3|jrc_slide_code_api:20150401_32_I3	tile(s): 'ventral_nerve_cord', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150401_32_I3', age: 'Day 1-5'
20x-VNC-2150522464541605986	JRC_SS02507_VNC_20150401_32_I4_20x	P{VT040012-p65.AD}	P{VT043656-GAL4.DBD}	male organism|adult ventral nerve cord	JRC2018UnisexVNC_c	SS02507|BJD_SS02507|JRC_SS02507	FlyLightRaw:SS02507|FlyLightRawSlideCode:20150401_32_I4|jrc_slide_code_api:20150401_32_I4	tile(s): 'ventral_nerve_cord', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150401_32_I4', age: 'Day 1-5'
20x-VNC-2127139690212491362	JRC_SS02507_VNC_20150401_32_I5_20x	P{VT040012-p65.AD}	P{VT043656-GAL4.DBD}	male organism|adult ventral nerve cord	JRC2018UnisexVNC_c	SS02507|BJD_SS02507|JRC_SS02507	FlyLightRaw:SS02507|FlyLightRawSlideCode:20150401_32_I5|jrc_slide_code_api:20150401_32_I5	tile(s): 'ventral_nerve_cord', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150401_32_I5', age: 'Day 1-5'
20x-VNC-2127139690615144546	JRC_SS02507_VNC_20150401_32_I6_20x	P{VT040012-p65.AD}	P{VT043656-GAL4.DBD}	male organism|adult ventral nerve cord	JRC2018UnisexVNC_c	SS02507|BJD_SS02507|JRC_SS02507	FlyLightRaw:SS02507|FlyLightRawSlideCode:20150401_32_I6|jrc_slide_code_api:20150401_32_I6	tile(s): 'ventral_nerve_cord', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150401_32_I6', age: 'Day 1-5'
